N,text,created_at,likes_count,username,user_loc
4068,"@maggiehasstan Why should you support me?
I can underperform up and down ballot in every regular elections.
I can underperform TWO SOCIALISTS 
I can lie that BBB will add tax on middle class so I can lose to GOP.
Support me so I can give the Senate to Mcconell! https://t.co/lP8qiS3ume",1477813970228727812,2022-01-03 01:28:01+00:00,2,ConorLambForPa1,
4069,"@LeftinMyHeart1 @fawfulfan Why should you support me?
I can underperform up and down ballot in every regular elections.
I can underperform TWO SOCIALISTS 
I can lie that BBB will add tax on middle class so I can lose to GOP.
Support me so I can give the Senate to Mcconell! https://t.co/lP8qiS3ume",1477813872258134016,2022-01-03 01:27:38+00:00,2,ConorLambForPa1,
4070,"@Jorgeridesagain Hi Darryl, I’m Lilly and I’m for Build Back Better too.",1477813810828169219,2022-01-03 01:27:23+00:00,2,lillylaloca111,"CA via Bridgeport, CT"
4071,"@HardballChris Not. Far. Enough.

The *entire* BBB package is wildly popular.

People want the gov't do things that help everyone. We're the owners, we can choose to have it work for *us* and not your political-class and oligarch's.

Glad MSNBC got rid of you.",1477813687306096643,2022-01-03 01:26:54+00:00,0,robpix220,"Manassas, VA"
4072,"Jack Manifold why u searching Dnf🔎
#quackityvlog",1477813592590536705,2022-01-03 01:26:31+00:00,0,Baji_bbb,
4073,Indivisible is asking that everyone please contact their Senators to ask them why they have not gotten The Voting Right bill and the Build Back Better bill passed. Wouldn't it be awful to be a member of the senate and throw away democracy. @SenAmyKlobuchar @TinaSmithMN,1477813453049892866,2022-01-03 01:25:58+00:00,0,LindaSFroiland,"St Paul, Mn"
4074,"@SenSchumer If you want to honor Harry Reid properly, then carve out some filibusters for voting rights, SCOTUS reform and get BBB passed.
Do your job.",1477813434792218628,2022-01-03 01:25:53+00:00,34,gartmartin9,
4075,@axios Is this just a diversion away from #VotingRights? Don't tell me about BBB until that's handled.,1477813410150551553,2022-01-03 01:25:48+00:00,4,TerryLamb,Southern California
4076,@SenSchumer i got an idea pass the build back better and also the voting rights legislation and arrest trump,1477813346183397377,2022-01-03 01:25:32+00:00,0,emmasam99346669,
4077,"@SenatorSinema Awesome! Now do BBB and voting rights.
/s/
An Arizona voter",1477813215048257536,2022-01-03 01:25:01+00:00,1,NaughtSpy,"Tucson, AZ"
4078,"@JessAnderson2 United Mine Workers support Build Back Better. Why do you hate hard-working miners, @JessAnderson2 

https://t.co/uQD7Cl40bn",1477813179941986304,2022-01-03 01:24:53+00:00,0,ewchaikin,
4079,Is this reconciliation @MarcMillerVM #reconciliation https://t.co/2DWDtcOS0S,1477813169212968960,2022-01-03 01:24:50+00:00,1,TheCreeWoman,Canada
4080,Drop it Joe.  No negotiations.  BBB is dead.  Stop https://t.co/vLdVbzl7vs,1477813109804912642,2022-01-03 01:24:36+00:00,0,LPanco,
4081,@KeelKeel13 @Lorijean74 @BonnieS31925452 @BetteMidler Oh I get it…. You are crying because you want all the welfare in bbb. Gotcha now,1477813018193022977,2022-01-03 01:24:14+00:00,0,JodieSanchez123,
4082,The narcissist Joe who walked off the negotiations on BBB is hinting that he wants back in the game!! A narcissist can’t afford to be forgotten!,1477812947422351360,2022-01-03 01:23:57+00:00,30,commons96055467,"Los Angeles, CA"
4083,"@k24672430 @S__Monkie42 @SmithSayNi @madizzum @RumpoleofPgh @Jon1786 @JETLAG611 @fillup5555 @SnekPlissken42 @TragicallyDelsh @DochertyPhillip @TetraQammon @JamesCormacMP @OGIronHorseGirl @MagnetSquirrel @LeftistTakedown @WILLIAMDAGOAT3 @LordBeige @KaranoirN @CrazyRaiderRad @Scott85023926 @L_istigatore @Unfortunatia @sister_methy @BevSutphin78 @MalarkeyMethew @Buckets2Charlie @ADouble777 @MemerMeyer @pan_dejo_ @Cat_BestInShow @kenDeplorable @SpiderManCrime1 @rockyrules1234 @ollyfreaks @DeplosGhost @Pink_Lady256 @Liberalsoldier2 @CountryRhodes6 @StormyRose01 @BridgetKennyFl1 @AmarisPixie @_TrollKiller @Yucky_NoNo @samol_stephen @P0ESCR0WS @jsal190 @nevacomply @WoofWoof1989 @MarieLaveau17th I totally totally totally do not believe what you claim that you are, someone like that will not be spending so much time here… And yes BBB is more infrastructure… but go ahead and keep repeating yourself…",1477812904330153988,2022-01-03 01:23:47+00:00,4,McMehHey_,United States
4084,I've become a little skeptical of Jacobin over the past few years but damn if this one doesn't nail it: https://t.co/7qckNlwMCl,1477812873006968835,2022-01-03 01:23:40+00:00,0,t__________duds,Oregon
4085,@laysa_pedrollo Serase a beats com bbb sai?,1477812784989720579,2022-01-03 01:23:19+00:00,0,muuugido,
4086,"1/3: True, some outside forces did negative things, as did India’s own internal forces. Independence was reconciliation of the past and a look into the future.",1477812689552433153,2022-01-03 01:22:56+00:00,0,kmvnarayan14,"Atlanta, USA"
4087,@stephmari222 reconciliation. catching up. mending what was broken. feeling understood https://t.co/PmoRId53QD,1477812675962933249,2022-01-03 01:22:53+00:00,1,ghostlycancer,book a reading ↝
4088,"@DavidPepper I believe Manchin WILL vote for BBB in the end. The opportunity to get things he wants thru reconciliation outweighs any negatives. 

But I think his strategy is to drag it out so nothing else is done.  Including voting rights.",1477812655029166080,2022-01-03 01:22:48+00:00,1,TCat86079854,
4089,@justt_tish @Chime @federalreserve @bbb_us @Chime just paid out a class action lawsuit against them a few years ago for this same identical BS!,1477812653938647040,2022-01-03 01:22:47+00:00,0,darkpatriot1776,"Gulf Shores, AL"
4090,Joe Manchin to reengage with BBB talks — if Dems kill a key item of Biden's agenda: report https://t.co/DVHPonpXYu,1477812652357345287,2022-01-03 01:22:47+00:00,0,PegT,RVA
4091,"@RepJayapal Sorry for all the selfish trolls on here that can’t appreciate the message but only care about their agenda. Geesh, get bbb and the rest will follow cuz we will win in 2022.",1477812584019476480,2022-01-03 01:22:31+00:00,0,twittwice,"Rancho Cucamonga, CA"
4092,@k24672430 @McMehHey_ @S__Monkie42 @SmithSayNi @madizzum @RumpoleofPgh @Jon1786 @JETLAG611 @fillup5555 @SnekPlissken42 @TragicallyDelsh @DochertyPhillip @TetraQammon @JamesCormacMP @OGIronHorseGirl @MagnetSquirrel @LeftistTakedown @WILLIAMDAGOAT3 @LordBeige @KaranoirN @CrazyRaiderRad @L_istigatore @Unfortunatia @sister_methy @BevSutphin78 @MalarkeyMethew @Buckets2Charlie @ADouble777 @MemerMeyer @pan_dejo_ @Cat_BestInShow @kenDeplorable @SpiderManCrime1 @rockyrules1234 @ollyfreaks @DeplosGhost @Pink_Lady256 @Liberalsoldier2 @CountryRhodes6 @StormyRose01 @BridgetKennyFl1 @AmarisPixie @_TrollKiller @Yucky_NoNo @samol_stephen @P0ESCR0WS @jsal190 @nevacomply @WoofWoof1989 @MarieLaveau17th You are oblivious. Show me where there is no infrastructure int he BBB plan,1477812505204330497,2022-01-03 01:22:12+00:00,0,Scott85023926,Portland Oregon
4093,Flan_Water BBB,1477812488788123650,2022-01-03 01:22:08+00:00,0,lionSS1988,
4094,@AaronThatisall Hold up....they're not BBB verified?!,1477812430487146500,2022-01-03 01:21:54+00:00,0,down4thecount19,In Your House 
4095,@justt_tish @Chime @federalreserve @bbb_us I literally jeep getting the same “intermittent issue” response from every person I talk to at Chime!! I’m about to contact @bbb_us and @federalreserve along with a lawyer because I say WE have a lawsuit on our hands. I barely made it home because my card wouldn’t let me get gas,1477812363541762054,2022-01-03 01:21:38+00:00,0,darkpatriot1776,"Gulf Shores, AL"
4096,"@DwayneTodd3 @1sunbeamkiss @Alli30745368 @Sportsmanship03 @SporerNation @RebekkaFaith @truthandcoffee @Pride21American @boontondi @LaurenCremins @deener987 @ScotchChick 😆 omfg
What isnt a dumpster fire?!
Gas prices
Afghanistan debacle 
Grocery prices
Shutting oil pipelines down for no reason when we were energy independent
Never ending stimulus
CBO claimed his spending bill would cost trillions and he said it would be free
This enough?",1477812338375995394,2022-01-03 01:21:32+00:00,6,ColArchon,Somewhere NJ
4097,@GrandMaster_BBB I think so too😬,1477812323620470785,2022-01-03 01:21:29+00:00,1,SheIsBeauty101,Dallas TX💚
4098,"@BrianCo84208590 @Isidore0001 @The__Vyrus And there’s is the truth of the matter. And funny enough, that’s what the economic world leaders have been calling for. China-One belt one road. Europe-Build back better. By 2030 the new systems should be in place, according to their hopes and projections.",1477812320482914305,2022-01-03 01:21:28+00:00,1,RexProfanus,
4099,"June 2022 #HurricaneSeason ... Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ... 

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #Shutter Systems, Screen #Pool Enclosures, Super High Efficiency Central A/C  #BlueRoof 

https://t.co/n1QGKnvalG https://t.co/Td8D1zZaym",1477812241365966852,2022-01-03 01:21:09+00:00,1,GulfAtlanticInd,South Florida
4100,"June 2022 #HurricaneSeason ... Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ... 

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #Shutter Systems, Screen #Pool Enclosures, Super High Efficiency Central A/C  #BlueRoof 

https://t.co/n1QGKnvalG https://t.co/p0lwatD9m1",1477812171526574080,2022-01-03 01:20:52+00:00,0,GulfAtlanticInd,South Florida
4101,@amyklobuchar Passing BBB!!!,1477812135103275014,2022-01-03 01:20:44+00:00,0,WandaMcArn,"North Carolina, USA"
4102,"@amyklobuchar @PalmerReport Filibuster first or I don't think voting rights or BBB will make it through.
Then this⤵️ https://t.co/WpSSnRV2cX",1477812134193025029,2022-01-03 01:20:43+00:00,0,JeffBrownSr1,"""That Woman"" is my Governor! "
4103,@MarkyB04019844 Leadership like on our Truth &amp; reconciliation day?,1477812092891656198,2022-01-03 01:20:34+00:00,0,Lauramah2,Edmonton
4104,"@Northeast_Belle @lcatboonies @hugolowell I hope as a Christian &amp; dedicated Republican you would not take any financial benefits that this ""Communist"" government may give to the people. I trust you refused the money Biden gave out when he first came into office. If the Democrats pass the BBB act through, will you refuse?",1477812083999875073,2022-01-03 01:20:31+00:00,0,dotpopadich,
4105,BBB GC FOR ARMY GC 😁🙏 https://t.co/ooxT48YpoC https://t.co/eOpRHLvHnb,1477812030446919688,2022-01-03 01:20:19+00:00,3,seokstopia,no cw • they • bun 🇵🇷🇨🇴
4106,At this point with BBB (remember that?) I am pretty sure we're just gonna have a Manchin-written bill with a smidge of small modifications for a handful of weirdos in the House and Senate and that will be that.,1477812027150188548,2022-01-03 01:20:18+00:00,1,TheMagicConCh19,"Wisconsin, USA"
4107,"CONSIDER THE SOURCE...
https://t.co/ExS5IiuWEy",1477812014898720774,2022-01-03 01:20:15+00:00,1,RavenHawk4,United States
4108,BBB GC FOR BEST GC https://t.co/uRwrDV9Tvy,1477811932170178560,2022-01-03 01:19:55+00:00,4,orbitingaroundu,
4109,@SheIsBeauty101 I think if a titty popped out numerous cell phones would be out. 😳,1477811929972449280,2022-01-03 01:19:55+00:00,1,GrandMaster_BBB,"Wisconsin, USA"
4110,"BBB Chief Implementer Reports Development of Flagship | https://t.co/a8KuPg0TfL

#DPWH #BuildBuildBuild https://t.co/KWbkGmWmfk",1477811885936615426,2022-01-03 01:19:44+00:00,19,DPWHph,"Port Area, Manila, PH"
4111,"@united Kunal Serhawat!!!! Where is my bag?????
#worstcustomerserviceevver @FAANews @bbb_us 
#unfriendlyskies #",1477811804818616322,2022-01-03 01:19:25+00:00,0,Mareport,
4112,BBB GC FOR BEST ARMY GC https://t.co/PDSpdorsbA,1477811803329548288,2022-01-03 01:19:24+00:00,3,blossomsjjk,She/her - 15 
4113,@Sen_JoeManchin we do not consent! We do not want this BBB agenda! Americans deserve better than what is being done to our beautiful country! https://t.co/w1oKCmiVVb,1477811801177792519,2022-01-03 01:19:24+00:00,0,annabeth9691,
4114,It's neccesary to examine Reconciliation as a hearing,1477811789677178883,2022-01-03 01:19:21+00:00,0,srs_rsrchr_54,
4115,@IngrahamAngle The BBB plan is overwhelmingly popular in WV. I think I saw one poll at like 72% of WV residents are in favor of it passing.,1477811740670787584,2022-01-03 01:19:10+00:00,6,jefftdick,
4116,BBB GC FOR BEST ARMY GC https://t.co/35d1FGy6bo,1477811606318952451,2022-01-03 01:18:38+00:00,1,y2hseok,they them xe star cloud moon
4117,Just reading this: Looks like the far left/ Bernie/ AOC/ Nina Turner/ DSA are selling out Biden. Joe has HUGE JOB &amp; ECONOMY numbers. He withdrew US Forces from Afghanistan. Administered 230 million vaccinations. Paused Student loans. Passed Stimulus/Infrastructure. BBB on way. https://t.co/UtQ8LgM7fI,1477811524295143430,2022-01-03 01:18:18+00:00,0,LSTrip44,Cogito Ergo Sum
4118,@asahisweater Yoo too bbb 😘😘💗,1477811522705367043,2022-01-03 01:18:18+00:00,1,thno3l,s•her
4119,@USProgressives What is the plan? Is the plan just to tweet about it? How is the BBB going to come to fruition?,1477811495169789953,2022-01-03 01:18:11+00:00,0,Everbodyknowsit,"Seattle, WA"
4120,@JonFlan More reason Bidens BBB bill must be passed . Our infrastructure is in a disastrous situation,1477811381533560838,2022-01-03 01:17:44+00:00,0,KeithRusyn,"Florida, New Jersey , Krym "
4121,"@HardballChris AOC and ""the squad"" said that once Build Back Better was separated from the corporate infrastructure bill, BBB would never pass. They were right. How is that ""too far left""? Maybe there's a reason why you aren't on the air any more.",1477811241762623493,2022-01-03 01:17:11+00:00,4,Wek1958,
4122,@amyklobuchar Yes! Then women's health rights and then Build Back Better,1477811153329741826,2022-01-03 01:16:50+00:00,0,KRae_shihTzu20,
4123,@amyklobuchar and #BBB that includes the #CTC and addresses the #ClimateCrisis also please #EndTheFilibuster,1477811136749883394,2022-01-03 01:16:46+00:00,0,CumbieJulie,GA
4124,"@k24672430 @S__Monkie42 @SmithSayNi @madizzum @RumpoleofPgh @Jon1786 @JETLAG611 @fillup5555 @SnekPlissken42 @TragicallyDelsh @DochertyPhillip @TetraQammon @JamesCormacMP @OGIronHorseGirl @MagnetSquirrel @LeftistTakedown @WILLIAMDAGOAT3 @LordBeige @KaranoirN @CrazyRaiderRad @Scott85023926 @L_istigatore @Unfortunatia @sister_methy @BevSutphin78 @MalarkeyMethew @Buckets2Charlie @ADouble777 @MemerMeyer @pan_dejo_ @Cat_BestInShow @kenDeplorable @SpiderManCrime1 @rockyrules1234 @ollyfreaks @DeplosGhost @Pink_Lady256 @Liberalsoldier2 @CountryRhodes6 @StormyRose01 @BridgetKennyFl1 @AmarisPixie @_TrollKiller @Yucky_NoNo @samol_stephen @P0ESCR0WS @jsal190 @nevacomply @WoofWoof1989 @MarieLaveau17th It does. It does again. BBB is all about infrastructure, it’s right there in the name… And you as a right winger surely are all about the stage craft… It will pass next year… Much like infrastructure did this year… Deal with it…",1477811118974377986,2022-01-03 01:16:41+00:00,4,McMehHey_,United States
4125,"Manchin still wants a deal.  West Virginia should remind him they didn’t send him to Washington to further bankrupt the country.

Manchin returns to Build Back Better negotiations with demands - Axios https://t.co/lab6VY4nOH",1477811113018503173,2022-01-03 01:16:40+00:00,772,IngrahamAngle,DC
4126,@RepJayapal Pass #VotingRights Laws so we can get BBB passed and fix everything. 👏👏👏👏,1477811049671782400,2022-01-03 01:16:25+00:00,4,Bfragrancefree,"Arizona, USA"
4127,@amyklobuchar Build back better,1477811006558584842,2022-01-03 01:16:15+00:00,0,LoveMilesshops,"Ohio, USA"
4128,DEFENSE INDUSTRY needs all that money so it can continue to support GOP Senators &amp; Congressmen who each year manage to increase the defense budget to keep themselves in office. DEMS should review DOD budget just like GOP treat BBB plan https://t.co/S5IITS6Hwn,1477810966184275968,2022-01-03 01:16:05+00:00,1,APH48,South Beach
4129,"My Resolution for 2022!!

ALL DEMOCRATS WHO ARE RUNNING FOR OFFICE:

Please Tell Your Constituents:

1. Save Democracy
2. How You Will Make Their Lives Better Than The Republican Opponents
3. Pass The 2 Voting Bills
4.Pass The Build Back Better Agenda
5. Climate Change

ETC!!",1477810949037907975,2022-01-03 01:16:01+00:00,0,PepperMaShay,"Los Angeles, CA"
4130,"@amyklobuchar Voting rights 
Expulsions of insurrectionist Congress members
Build Back Better
Women’s health rights",1477810940934508544,2022-01-03 01:15:59+00:00,0,mmc522,
4131,"HAZARDOUS SHOWERS WILL IMPACT PORTIONS OF EVANS AND TATTNALL COUNTIES [wind: 55 MPH, hail: 0.00 IN] till 8:45 PM EST https://t.co/2fyxadjdke https://t.co/ke5Rj0CXGt",1477810917240827906,2022-01-03 01:15:53+00:00,0,iembot_chs,"Charleston, SC"
4132,"And the retribution for an evil act is an evil one like it, but whoever pardons and makes reconciliation - his reward is [due] from Allah. Indeed, He does not like wrongdoers.

#Quran 42:40
#AshShuraa",1477810821690445831,2022-01-03 01:15:30+00:00,0,ShabnamSidique,
4133,"Scoop: Manchin returns to Build Back Better negotiations with demands

https://t.co/E3BvvQQSIS",1477810796948115458,2022-01-03 01:15:25+00:00,0,careyz,Vietnam
4134,"My Resolution for 2022!!

ALL DEMOCRATS WHO ARE RUNNING FOR OFFICE:

Please Tell Your Constituents:

1. Save Democracy
2. How You Will Make Their Lives Better Than The Republican Opponents
3. Pass The 2 Voting Bills
4.Pass The Build Back Better Agenda
5. Climate Change

ETC!!",1477810665775501314,2022-01-03 01:14:53+00:00,1,peppermashay53,
4135,"@McMehHey_ @S__Monkie42 @SmithSayNi @madizzum @RumpoleofPgh @Jon1786 @JETLAG611 @fillup5555 @SnekPlissken42 @TragicallyDelsh @DochertyPhillip @TetraQammon @JamesCormacMP @OGIronHorseGirl @MagnetSquirrel @LeftistTakedown @WILLIAMDAGOAT3 @LordBeige @KaranoirN @CrazyRaiderRad @Scott85023926 @L_istigatore @Unfortunatia @sister_methy @BevSutphin78 @MalarkeyMethew @Buckets2Charlie @ADouble777 @MemerMeyer @pan_dejo_ @Cat_BestInShow @kenDeplorable @SpiderManCrime1 @rockyrules1234 @ollyfreaks @DeplosGhost @Pink_Lady256 @Liberalsoldier2 @CountryRhodes6 @StormyRose01 @BridgetKennyFl1 @AmarisPixie @_TrollKiller @Yucky_NoNo @samol_stephen @P0ESCR0WS @jsal190 @nevacomply @WoofWoof1989 @MarieLaveau17th No.  There is no infrastructure in BBB.  That’s why it couldn’t go through via reconciliation.  It’s all social Marxist garbage for the lazy and the foolish.

BBB is DOA.

I presented no talking point.

My meme contradicts nothing I’ve posted.",1477810592656367623,2022-01-03 01:14:36+00:00,0,k24672430,
4136,"Thank a Republican. Thank Joe Manchin, #WestVirginia.  I hope you all, your children, can weather this.  Build Back Better was for American families. They prefer wealthy donors
#ONEV1
#wtpBLUE
Child Tax Credit’s Extra Help Ends, Just as Covid Surges Anew https://t.co/auV62BXdZN",1477810588378038277,2022-01-03 01:14:35+00:00,17,Sam_and_the_dog,State of Disbelief
4137,@ShirlAAdams @kyrstensinema @POTUS @pelosi @SenatorSinema I didn't say it was dead. But Sinema's pro-Biden record has been sullied by her failure to (so far) back BBB.,1477810584259375109,2022-01-03 01:14:34+00:00,0,MiddleMolly,"Chicago, IL"
4138,"@dokja051 u are welcome !bbb n’b!!! ty for teaching me, i will make one one day",1477810573228187649,2022-01-03 01:14:31+00:00,1,bingqiqilin, Minor (15+) | 🇹🇼🇺🇸 ❦
4139,"My Resolution for 2022!!

ALL DEMOCRATS WHO ARE RUNNING FOR OFFICE:

Please Tell Your Constituents:

1. Save Democracy
2. How You Will Make Their Lives Better Than The Republican Opponents
3. Pass The 2 Voting Bills
4.Pass The Build Back Better Agenda
5. Climate Change

ETC!!",1477810517741735940,2022-01-03 01:14:18+00:00,3,SistaJeanBlues,Los Angeles
4140,@joncoopertweets Eight-ish.  All negative.,1477810486813024260,2022-01-03 01:14:11+00:00,0,elektra_bbb,"Missouri, USA"
4141,Make it an EXECUTIVE ORDER‼️ AND CRANK IT BACK UP TO ADD EVERYTHING MANCHIN WANTED REMOVED‼️ Joe Manchin to reengage with BBB talks — if Dems kill a key item of Biden's agenda: report - Raw Story - Celebrating 17 Years of Independent Journalism https://t.co/oozRkzHJOO,1477810486578069506,2022-01-03 01:14:11+00:00,1,judemgreen,
4142,"My Resolution for 2022!!

ALL DEMOCRATS WHO ARE RUNNING FOR OFFICE:

Please Tell Your Constituents:

1. Save Democracy
2. How You Will Make Their Lives Better Than The Republican Opponents
3. Pass The 2 Voting Bills
4.Pass The Build Back Better Agenda
5. Climate Change

ETC!!",1477810435592056832,2022-01-03 01:13:58+00:00,0,JeanRho75275035,
4143,"@akerbak13 That's $127B versus $753B. And the con all day long, was that our super patriot @Sen_JoeManchin was greatly concerned about the COST of BBB, yet this $753B defense appropriation slides silently, and swiftly along. Not a peep about this absurd cost comparison",1477810409859997700,2022-01-03 01:13:52+00:00,0,Straticus2,"Palm Springs, CA"
4144,@bigchaunc64 @jordanzakarin Biden would literally give manchin the keys to the nukes for his vote on BBB,1477810375408115714,2022-01-03 01:13:44+00:00,0,econ_lauren,"Katy, TX"
4145,DIVORCE ERA …………………. Would you say kaeluckae is currently divorce era or has that passed and we’re in reconciliation,1477810347041976320,2022-01-03 01:13:37+00:00,2,akiharuwrites,Somewhere in Asia • comms:open
4146,"My Resolution for 2022!!

ALL DEMOCRATS WHO ARE RUNNING FOR OFFICE:

Please Tell Your Constituents:

1. Save Democracy
2. How You Will Make Their Lives Better Than The Republican Opponents
3. Pass The 2 Voting Bills
4.Pass The Build Back Better Agenda
5. Climate Change

ETC!!",1477810322354311171,2022-01-03 01:13:31+00:00,1,Peppermashay531,"California, USA"
4147,@UROCKlive1 @Sen_JoeManchin You don't throw the baby out with the bath water if you are truly concerned that your constituents are going to use the money from BBB for drugs then instead of killing the tax credit for the whole country why not ask for more addiction help for your people.,1477810301601042435,2022-01-03 01:13:26+00:00,1,itsinthestars82,
4148,I can't imagine this is under serious consideration b/c it's so silly and unproductive. It should be clear at this point where Manchin/other Ds stand on the House BBB. Wouldn't help get deal done since it won't change any fact on the ground and would further alienate Manchin. https://t.co/5H4UtfVB7B,1477810245997051906,2022-01-03 01:13:13+00:00,2,ceburnacct,
4149,"@RandyRainbow A tribute to Betty, of course, but also maybe a tribute to Biden's accomplishments and the goals of BBB. Democrats seem to be incapable of doing this.",1477810238862639108,2022-01-03 01:13:11+00:00,0,kcturino,
4150,"My Resolution for 2022!!

ALL DEMOCRATS WHO ARE RUNNING FOR OFFICE:

Please Tell Your Constituents:

1. Save Democracy
2. How You Will Make Their Lives Better Than The Republican Opponents
3. Pass The 2 Voting Bills
4.Pass The Build Back Better Agenda
5. Climate Change

ETC!!",1477810235234414592,2022-01-03 01:13:11+00:00,2,jackhammer3853,Indiana
4151,"Hey moron, can't fix Magat stupid so FU. I know you suck at math but read this dumbass. Do you want a lesson in inflations as well?
https://t.co/FCjad4bEyB https://t.co/fqaDlkzoxp",1477810155697803265,2022-01-03 01:12:52+00:00,2,EmbarrasedR,PNW
4152,“It is about the victims’ right to justice and effective remedies. It is about establishing truth and facts for the sake of dialogue and reconciliation in the country.” Tigray needs independent investigations. @UNHumanRights @UN_HRC #ReconnectTigray  https://t.co/uuj9ZHylg9,1477810089952227328,2022-01-03 01:12:36+00:00,13,GualAziz,"Toronto, Ontario"
4153,Manchin’s hold out is not the Climate Elements of BBB. It’s mainly that he wants the Child Tax Credit means tested so we’re not sending people like Don Jr $3500. Even discussing this in terms of “dark money” is silly since Everybody knows Manchin reps a Coal state. https://t.co/gjWsUSV4KB,1477809930098724865,2022-01-03 01:11:58+00:00,21,HalSparks,Turn off Notifications! Boom!
4154,"@smithma388 Public Health comes first . The corporate propaganda spree lamenting the psychological effects of remote learning, the reduced quarantine , the lack of tests available. Squandering BBB. Lots of things he can do to lower the temperature.",1477809900650696705,2022-01-03 01:11:51+00:00,1,popsknox,"Philadelphia, PA "
4155,"Peace dialogue should not be about affording second or third life to TPLF! The beneficiary must be the people of Tigray! The aim is peace and reconciliation for the three regions after TPLF is disarmed! Afar, Amhara, and Tigray!#NoMore #UnityForEthiopia #TplfMustGo!",1477809893964976137,2022-01-03 01:11:49+00:00,6,28Amanuel,Ethiopia 
4156,@whstancil Manchin always wanted BBB as Toyota is building a factory in virgina and want the ev credits. Manchin had a 1on1 with the ceo. We're going get some form of BBB,1477809851971559428,2022-01-03 01:11:39+00:00,0,econ_lauren,"Katy, TX"
4157,"📣 New Podcast! ""Ep177- BBB Year End Awards 2021- Part 2"" on @Spreaker #3bpod #blackpodcast #blackpodcastsmatter #blm #brothersbreakingbread #comedy #crt #currentevents #duckboats #entertainment #humor #life_on #news #parenting #podsincolor #politics https://t.co/pgM4LCGJwk",1477809659000016901,2022-01-03 01:10:53+00:00,2,Triple_B_Pod,"Kansas, USA"
4158,"@PramilaJayapal Build Back Better is transformative agenda which Indian Global Syndicates gave Democrats $$$$$ to deliver REMOVING PER COUNTRY CAP ON INDIA for Green Cards.

Now Congress must follow through — with legislation AND executive action. Only Indians have intellectual capacity for IT. https://t.co/5CjmevibdZ",1477809605774348288,2022-01-03 01:10:41+00:00,1,watinsky,United States
4159,"I bet they could get the BBB if they offered Manchin 1,500 kids to work in his coal mines.

https://t.co/0YVHsJfnGB",1477809469044101124,2022-01-03 01:10:08+00:00,1,prof_smartass,Southern California
4160,@jkyunique Morningg bbb 💗💗,1477809465600577536,2022-01-03 01:10:07+00:00,0,thno3l,s•her
4161,"@monicag0321 The man who raped me! No other animal ruins so many lives so badly

We must also stop the economic abuse of women &amp; kids

Men too knowingly leave women w untested rape kits, unwanted pregnancies, &amp; unfair wages. Pass Build Back Better for your daughters &amp; the mothers of your kids https://t.co/0xtPik55H8",1477809311602540545,2022-01-03 01:09:30+00:00,43,light_create,Cynicism hurts only ourselves.
4162,@NasraBashiir Reconciliation 🙃😇👍!,1477809235635277827,2022-01-03 01:09:12+00:00,1,FardusaSharif,United States
4163,"Read the article below to learn more about President Biden’s effort to push for climate action despite taking a hit on his Build Back Better legislation last year. 
#climateaction #SPCH145tweetsYJC",1477809199400853504,2022-01-03 01:09:04+00:00,0,AlauraKru,
4164,@k24672430 @S__Monkie42 @SmithSayNi @madizzum @RumpoleofPgh @Jon1786 @JETLAG611 @fillup5555 @SnekPlissken42 @TragicallyDelsh @DochertyPhillip @TetraQammon @JamesCormacMP @OGIronHorseGirl @MagnetSquirrel @LeftistTakedown @WILLIAMDAGOAT3 @LordBeige @KaranoirN @CrazyRaiderRad @Scott85023926 @L_istigatore @Unfortunatia @sister_methy @BevSutphin78 @MalarkeyMethew @Buckets2Charlie @ADouble777 @MemerMeyer @pan_dejo_ @Cat_BestInShow @kenDeplorable @SpiderManCrime1 @rockyrules1234 @ollyfreaks @DeplosGhost @Pink_Lady256 @Liberalsoldier2 @CountryRhodes6 @StormyRose01 @BridgetKennyFl1 @AmarisPixie @_TrollKiller @Yucky_NoNo @samol_stephen @P0ESCR0WS @jsal190 @nevacomply @WoofWoof1989 @MarieLaveau17th Your meme contradicts your talking point… Try again… BBB is an extension of infrastructure and will pass next year once conservatives running for reelection realize they need to support it…,1477809160527953920,2022-01-03 01:08:54+00:00,4,McMehHey_,United States
4165,"@lawrencepost @MapOfTheNews @mylittlevictory @HardballChris Passing $780 billion for the NDAA, but shelving the cheaper and gutted BBB, not doing anything about student debt or climate change, and defending the two Dem Senators responsible = “too far left”? https://t.co/dJJ9YaIzYu",1477809158787416065,2022-01-03 01:08:54+00:00,3,FEspi44,"Salem, MA"
4166,"@bidonkules @infamousclark They voted against because they didn't trust that the BBB would get passed unless it was passed before the infrastructure bill. And they were right, it's not getting passed, thanks to moderates who more vigorously defended Joe Manchin then Biden's legislation.",1477809115619635207,2022-01-03 01:08:44+00:00,1,TheOtherMatt2,"Pittsburgh, PA"
4167,"@akerbak13 The total FY2022 defense budget request, including the Department of Energy, is $753 billion, up $12 billion from FY2021's budget request. BBB now is 1.27Tr over 10 years. Do the math.",1477809065619193856,2022-01-03 01:08:32+00:00,0,Straticus2,"Palm Springs, CA"
