N,text,created_at,likes_count,username,user_loc
5616,"#thisisbiden #failure
#Democrat's ""#BuildBackBetter"" bill is a federal power grab. Americans will pay the price.
The legislation will have a negative impact on the labor supply and send high prices soaring even higher.
#economy
 https://t.co/5rrj0ooNeT via @reason",1462566883920601090,2021-11-21 23:41:32+00:00,1,Sharonema,Southern Girl * 1 of 7.3 
5617,"Manchin &amp; Sinema, the two obstructionist senators, are amassing benefits for their impedance of Biden’s BBB in the form of large campaign donations from Republican donors. Many who’ve never given to Dems before. #ONEV1 #wtpBLUE #wtpEARTH #ResistanceUnited https://t.co/u2PPoie7LF https://t.co/4ckZJTc3cP",1462566839922352131,2021-11-21 23:41:22+00:00,122,clairermassey,1 of Dante’s 9 circles of hell
5618,"@JayTThomas17 @billium101 @billmaher @TheDemocrats like corporate tax cuts? ATT promised the moon after cuts. They cut jobs and bought their own stock.Very middle class! Just like "" job creators"" offshoring millions of jobs! Who loved handouts? Wall st! 1 trillion after they wrecked crap in 08! Drug prices r a scam! Go BBB!",1462566770544361476,2021-11-21 23:41:05+00:00,0,LawrenceForbe16,
5619,@axios Can we quit call it the “social spending bill”?,1462566763502002178,2021-11-21 23:41:04+00:00,6,r_ketterling,"Oregon City, OR"
5620,@Sen_JoeManchin @AHA_WV The people of West Virginia is behind you vote no on BBB,1462566739829530631,2021-11-21 23:40:58+00:00,0,billfie27384792,"West Virginia, USA"
5621,"All of the Republicans who voted for infrastructure, opening hells gate known as “Build Back Better” had better lobby their butts off to stop it. Restitution for greed. https://t.co/MGmyMYVKcu",1462566732950867968,2021-11-21 23:40:56+00:00,0,cherylinperil,
5622,YOUR FUCKING HUSBAND SUCKS https://t.co/t0iOmB0ijA,1462566722393751555,2021-11-21 23:40:54+00:00,0,BBB__Benny,
5623,"@POTUS ""Build back better"" sounds a lot like  ""make America grate again"" but with different words.....",1462566690030436355,2021-11-21 23:40:46+00:00,0,TrumpsGonaWin,
5624,"@AliceFromQueens @Tamzilla_52 All state lines need to have sand and a big red line in that sand,  I think this is part of BBB,  thx to Biden this will never happen again.",1462566679624495111,2021-11-21 23:40:44+00:00,1,PurcellGregory,Chicago 
5625,@Jason66Thomas This is a staple of the build back better plan.,1462566676201762817,2021-11-21 23:40:43+00:00,2,smaw_lathrop,
5626,@donwinslow @Winter Don’t Dems have to wait until legislation like BBB is passed?,1462566674628939776,2021-11-21 23:40:43+00:00,0,sloannyc,Los Angeles
5627,@JohnBerman @JoeNBC @JohnJHarwood @NewDay @CBSNews @margbrennan @GMA @TODAYshow @SavannahGuthrie @craigmelvin @chucktodd  maybe report a positive  the BBB bill would help Americans w diabetes https://t.co/EBOvF64hX5,1462566674394226701,2021-11-21 23:40:43+00:00,0,smlrun,"Washington, DC"
5628,"Deer Wi/P

I a A's a-z , plus WHO I AM has made me as con-Sserva/n/t=7 IVes firmed by Ignore-/e is n /see E of TR, THE/not e/ FATHER  &amp; else, Y?
Oath to GOD

YOU r 's-till' to MOTHER.
Hel, HER spin off, THE S/he, man-ageD the ""gates"" of perdition.

URF-ed.
https://t.co/MjS4lb3uyt",1462566661282746370,2021-11-21 23:40:39+00:00,0,Votive18179389,USA
5629,Maybe a @bbb_us case should be filed @Topps.  Make it right my butt.,1462566654852968452,2021-11-21 23:40:38+00:00,3,rogerrogerspor1,USA
5630,"Amid a push to vaccinate younger Houstonians, U.S. Rep. Sheila Jackson Lee said ""we would not be complete"" if Pres. Biden's infrastructure bill isn't signed.  https://t.co/g5LClPqDkG",1462566545448710144,2021-11-21 23:40:12+00:00,4,abc13houston,"Houston, TX"
5631,@JoeBiden How are they? Give us his names. If @JMilei is disagree with it your Build Back Better sucks,1462566544848785408,2021-11-21 23:40:12+00:00,0,martupauer,"Bahía Blanca, Argentina"
5632,"@GOP @TommyHicksGOP https://t.co/oDRrOiYtPH

GOP propaganda at it again. Can’t wait to see you all take credit for funds flowing into your district from BBB - thanks Dems!!",1462566499327963140,2021-11-21 23:40:01+00:00,0,hfall014,
5633,".@SenSchumer:""When the government does big things, it's not easy [...] and it's made all the harder because our Republican friends are intransigent against [the Build Back Better] bill [...] even though the majority of Americans [...] support just about every provision in there."" https://t.co/Cw1rRx3ICb",1462566495246950408,2021-11-21 23:40:00+00:00,47,thehill,"Washington, DC"
5634,"This Administration is out of touch. Throw money at solutions. Examples:
Have the keys to the treasury? Spend without professional plans to Build Back Better. 
Environment is broken? Eliminate American drilling for Oil and Gas.
Need more voters?
Open borders and mail in votes.",1462566477987516417,2021-11-21 23:39:56+00:00,0,HarrySpring8,
5635,"MPX issues Area Forecast Discussion (AFD) at Nov 21, 5:39 PM CST https://t.co/zNDh0JZ2Gb",1462566456290263048,2021-11-21 23:39:51+00:00,1,iembot_mpx,"Twin Cities/Chanhassen, MN"
5636,@seanhannity BBB is Bad for America…,1462566442310770691,2021-11-21 23:39:47+00:00,0,RobertR37794761,"Florida, USA"
5637,@USEmbassyNepal But it is sour truth that government has been became failure to give people justice through reconciliation commission which they had been made commitment for the people at the time of peace agreement so far!,1462566434232438787,2021-11-21 23:39:45+00:00,0,bhattarai1881,"San Francisco, California,USA!"
5638,Pelosi and Biden march swing-district House Democrats to the end of their careers with the passage of the tax and spending bill. https://t.co/J63dUSFh65 via @WSJOpinion,1462566429698449408,2021-11-21 23:39:44+00:00,0,futurist3000,NJ
5639,"@_C3NSOR3D Lets Make Kyle Rittenhouse Proud!
This IS our Last Chance to Save America
Lets Light Em up Up 🇺🇸🔥🔥🔥🙏
Senate Switchbrd: (202) 224-3121
Tell your Senators to  
Vote No 
H.R.5376 - Build Back Better Act
Vote No:  
H.R. 4   John R. Lewis Voting Rights Advancement Act",1462566404763361285,2021-11-21 23:39:38+00:00,3,kmemjb,
5640,'Well The Numbers Are In': Blackburn Rips Build Back Better Plan After C... https://t.co/jxlbPhIQ6A via @YouTube,1462566381489033217,2021-11-21 23:39:33+00:00,0,tpham4607,"San Diego, California"
5641,"@LeaundraRoss The fact that Biden has gotten infrastructure, the BBB on track to pass &amp; this done should be enough to shut up “Do something” folks but no. I’m tired of these clowns",1462566353760620553,2021-11-21 23:39:26+00:00,7,ErikOverseer,"Newark, NJ"
5642,It's important to understand Reconciliation as a meta,1462566344591826951,2021-11-21 23:39:24+00:00,0,srs_rsrchr_54,
5643,@PabloReports Any timelines that Senate has to vote BBB?,1462566341785923594,2021-11-21 23:39:23+00:00,2,measart,"Farmington, MI"
5644,The Day Evie Williams Inherited the Earth - The Mystic’s Trove - Medium - via @pensignal  https://t.co/eO1nqJAHc2 #Fiction #ShortStory #Addiction #Recovery #Reconciliation #StoryREVISED,1462566341286797313,2021-11-21 23:39:23+00:00,0,DFeazelle,"Virginia Beach, VA"
5645,"@n23mc @JoeBiden No, that's the BIF.

The BBB literally cannot be scored as deficit-raising by the CBO or it wouldn't be allowed to pass via reconcillation, lol.",1462566332243738625,2021-11-21 23:39:21+00:00,3,SotekPrime,
5646,"@michaelrulli NONE OF THIS“BBB PLAN”IS BENEFICIAL2 NE1 OTHER THAN THE WEALTHY,GIVES THE WEALTHY BIGGEST TAX BREAK THEYVE EVER SEEN. R GDP WILL DECLINE BY NO LESS THAN 2.9%, THE INFLATION BUSINESSES FEEL WILL FALL ON2 THE CONSUMER AKA THE PEOPLE BUYING AKA HIDDEN POOR PEOPLE TAX, ETC, NO GOOD!",1462566311196717060,2021-11-21 23:39:16+00:00,3,EarthsAngel555,"California, USA"
5647,"BBB includes 30% credit for e-motos, e-bikes up to $7.5K / $1.5K https://t.co/BR4eXJ70vt",1462566264501456896,2021-11-21 23:39:05+00:00,0,vijmn,Bay Area
5648,Build Back Better Plan Goes to Senate https://t.co/D01FB6DGJH https://t.co/0jI84zqSxX,1462566257157230596,2021-11-21 23:39:03+00:00,0,lillianwong,"Scottsdale, AZ"
5649,at this point I don’t care for reconciliation with this unrepentant alcoholic. I’m honestly considering getting a restraining order. It’s hilarious to me that this man threatens to call the cops on me if I don’t leave AND proceeds to incriminate himself ??? i can’t even,1462566179764162567,2021-11-21 23:38:45+00:00,2,katyabatischeva,she 🦇 هي 🦇 она
5650,AOC: Build Back Better Insufficient To Fix Lead Pipes Nationwide https://t.co/0Yd8JDwBOD via @YouTube,1462566137212846084,2021-11-21 23:38:34+00:00,0,DQStrong,"Martinez, Georgia"
5651,@Sue70241 @politiwars LMOA BBB plan will cost the middle class and poor WAY more than help. He's been in office less than a year and I can barely afford groceries. I don't know how I will afford heating this winter between it's rise and groceries. It will get worse too.,1462566131433152522,2021-11-21 23:38:33+00:00,1,galilaya2,"Indianapolis, IN"
5652,"@W4DFS @ReeseW Lets Make Kyle Rittenhouse Proud!
This IS our Last Chance to Save America
Lets Light Em up Up 🇺🇸🔥🔥🔥🙏
Senate Switchbrd: (202) 224-3121
Tell your Senators to  
Vote No 
H.R.5376 - Build Back Better Act
Vote No:  
H.R. 4   John R. Lewis Voting Rights Advancement Act",1462566078115102724,2021-11-21 23:38:20+00:00,0,kmemjb,
5653,"@JonLemire @POTUS is doing an amazing job! No ""struggles"". It's the media choosing to cover only chaos, like when Congress worked on passing the infrastructure &amp; BBB bills. They are BFDs, but once passed, the media moves on without properly crediting @POTUS /dems or explaining bill's impact",1462566023639416838,2021-11-21 23:38:07+00:00,1,colibri88888,
5654,"@TheBlackCaucus While I agree BBB will benefit the black community, I do not understand how #VisaRecapture which makes 2 million Green Cards available to Indian H1B visa holders helps them. It will deprive the black college grads tech jobs for generations and pin them to poverty like the post!",1462565914927411201,2021-11-21 23:37:41+00:00,0,TruthtoPowerFo1,
5655,Varney: Build Back Broke Is The 'Most Dishonest Spending Bill In American History' https://t.co/3fURNFNsKo via @weaselzippers,1462565902382080002,2021-11-21 23:37:38+00:00,0,FishmanLevine,"Orange County, CA and New York"
5656,"@TonyMoonbeam If there's really so much missing in the BBB, why wouldn't she either try and meet with senators to get it added back in, or write new bills to address exactly what she thinks is missing?
Oh right. Because there are only 2 senators who can tolerate her and option 2 is actual work",1462565893628739584,2021-11-21 23:37:36+00:00,1,makeitearlgrey,The void
5657,"@TonyMoonbeam Progress.  One step at a time.  You take what you can achieve and come back for more later.  Move the bar.  Raise the hurdle.  Don't blow it up like a petulant teenager, you know? Any BBB is better than NO BBB.",1462565877166100490,2021-11-21 23:37:32+00:00,3,skyhawk845,"York, PA"
5658,@SenatorSinema WHAT IS THIS PRESIDENT DOING??  He’s putting our lives in danger and whose going to support all these people. And in the reconciliation bill they want mass Amnesty!  THIS IS OUTRAGEOUS!   Your going to vote for this?  Do the citizens and taxpayers have any rights??,1462565843607470080,2021-11-21 23:37:24+00:00,0,Lauren38886064,
5659,"Law Lessons 

1) Humility +

2) Reconciliation +

3) or Plea *+)*

4) Pleased God ♡ ◇ ♡ +

🎅 President Joe Biden 

4 simple Amendment 1 Religious Task's 

Ain't Catholic,  Ain't Baptist, Ain't  Christian .....Ain't friendly Muslim or a nice neighbor....

Proceed #3",1462565791929405444,2021-11-21 23:37:12+00:00,0,ChristineAnnOM1,
5660,"Listen, Jack! Not one, not two, not sixteen—seventeen Nobel Prize-winning economists agree that my Build Back Better Act will ease longer-term inflationary pressures and grow our economy. https://t.co/8dnnuZ80zN",1462565784224468993,2021-11-21 23:37:10+00:00,8,ListenJackBiden,
5661,"@JENFL23 I can tell you the Left Is Best people won't like your response about Jayapal, knowing that they wanted to pass the BBB with what we got already, knowing the trickery is in the Bill that @BernieSanders &amp; @davidsirota sniffed out, reason Both houses Bypassed Budget Committee.",1462565780550139907,2021-11-21 23:37:09+00:00,0,jeffchao228,"Bremerton, Washington State"
5662,"Not one, not two, not sixteen—seventeen Nobel Prize-winning economists agree that my Build Back Better Act will ease longer-term inflationary pressures and grow our economy. https://t.co/X6mpntckXb",1462565762204381188,2021-11-21 23:37:05+00:00,12677,JoeBiden,"Washington, DC"
5663,"Due to climate change, water demand is higher. 
Due to climate change, water supply is shrinking.

See a problem? We need the historic climate investments in the Build Back Better Act ASAP. 
https://t.co/sLF7IOAjle",1462565739966128134,2021-11-21 23:37:00+00:00,30,ClimatePower,
5664,The Lanham Act of 1940 was the only time the U.S. government has ever offered an affordable child-care solution for working parents. Biden’s plan could be the next—if child-care providers don’t go out of business first https://t.co/h4QJqBEdww via @BW,1462565725776891915,2021-11-21 23:36:56+00:00,2,NewBlackMan,"Durham, NC"
5665,@mattyglesias Tell me where on earth does Biden and his BBB move too left when all of them have moved right relative to his campaign proposal!,1462565643501412354,2021-11-21 23:36:37+00:00,0,Fo4Afuture,
5666,"Want to know why the infrastructure bill is so weak? Check out my latest upload...

Build Back Better B.S. Part 1: Rotating Villain
https://t.co/pvFhiCAk82 via @YouTube",1462565624325025792,2021-11-21 23:36:32+00:00,0,JSnowTFL,"Just ask NSA, CIA, or Google"
5667,@SenSchumer We hope he has many more too! Passing the Freedom to Vote Act and a strong build back better bill will ensue Noah and all our kids have a shot at a safe future.,1462565463968432128,2021-11-21 23:35:54+00:00,8,sunrisekidsnyc,"New York, NY"
5668,Politics class: Biden’s landmark spending bill faces next battle in Senate https://t.co/zbFMF4vr2r,1462565441612787712,2021-11-21 23:35:49+00:00,0,ft4s,"London, England"
5669,why wasn’t this included in the BBB? https://t.co/AKDVUkl9xf,1462565275325272068,2021-11-21 23:35:09+00:00,26,bushidosquirrel,"Los Angeles, CA"
5670,"READ THIS

THIS IS WHY WE-GOP CONTINUE TO PUSH TO WIN CONGRESS
https://t.co/S4dbr1GRDE",1462565221059514369,2021-11-21 23:34:56+00:00,2,MomJar1,
5671,"@texasangler1968 @UseLogicPlease1 @ReganLieutenant @RomeoAlpha68 @RepublicanRehab @9livez1 @Q_Estrada @SoyBoyRoy1 @SumatraSue @michellmybell1 @WHurensohn @Jennie_SC1 @RealDoctorT @heh78152914 @ShellyRKirchoff @AggressiveDem @Boballard13 @jeffschlueter1 @deplorable_s @krissy_013 @TruBluRayne @Jamie_Wisconsin @BlueKomand @OmgBeckyTree @CleeseRaymond @LaurieSpoon @KimberlyMcKeeve @Gingercat404 @manoloh102 @themikewest @0ryuge @DaClementMusic @CodeOfPets @Erockdouble1 @usorthem3 @ChuckBlakeman @Born2Cuss @wookietim @BluesElmwood @KennyHerbert2K @IanLStrain @815wrldtrvlr @Hirdman @MicheleIsDone @LosSignmakrDeCt @BartRardo @YPOwaves The eagles the eagle. You're the pigeon. Don't worry, if we can sneak u into BBB's preschool program, they'll teach u animals",1462565192064192522,2021-11-21 23:34:49+00:00,0,EnrelChi,
5672,"Great to join @TheJoeBeamer today on @WBEN to discuss the reconciliation package and the inflation facing American families.

Thanksgiving dinner could cost 14% more this year, and heating costs are up 43%. Washington needs to end the reckless spending.
https://t.co/WutKSgxApg",1462565151673143302,2021-11-21 23:34:39+00:00,7,RepJacobs,
5673,"@POTUS Interesting! Does this mean the Build Back Better Act was changed to actually cap the list price, so that people without insurance also don't have to pay more than $35? Cuz you say ""no one will pay more...""",1462565114142511107,2021-11-21 23:34:31+00:00,0,katarinahit,second star to the right
5674,"@George_A_Callas @DanielJHemel (2/2) (corr.) Also, as proof of objective institutionalism, I may be one of only 3 people who like BBB but insist, contra interest, on using CBO’s official score (which doesn’t include +$207B from CBO fn), and am horrified when people mix CBO/JCT and Treasury in describing BBB.",1462565103660933132,2021-11-21 23:34:28+00:00,0,pdriessentax,"Columbia, MD"
5675,@RepMTG Our money is coming back to us in many forms with the BBB Plan.  Bring it on!,1462565087303155715,2021-11-21 23:34:24+00:00,0,SNAP_Vegan,USA
5676,"@POTUS Mr. President build back better you say? Afghanistan You  left people there, taxes up , gas prices , up food prices up border in chaos what are you building back better? Please get away from Obama!",1462565083968647170,2021-11-21 23:34:23+00:00,0,DaveBoo9,
5677,"Remember, the constituency of all the GQP that voted against BBB, will benefit from it. Talk about hypocrisy..
BTW, none of them returned the $1400 issued  las year, nor are they declining “socialist” security or Medicare… https://t.co/bVqkfzwRRg",1462564936073285633,2021-11-21 23:33:48+00:00,1,George_514,U S A
5678,@crystal4obama @POTUS Girl. Are they listening or writing off Florida and Texas? They have an excellent opportunity to pick up a Senate Seat in FL if they get on the ground now with #BIF and #BBB I dunno if they wrote them off. It’s to their detriment if they do. Texas and Florida need LOVE from Dems,1462564935641309187,2021-11-21 23:33:48+00:00,9,omwill3,"Texas, USA"
5679,"@BlockowskiJoe @thehill @TheHillOpinion @USRepGaryPalmer Ok, So - I am going to chime in on this.

The BBB aka Build back better bill does not have any of these things in it. Anyone that says that is lying to you. 

Lets take the 11 mill immigrants for example that was rejected by the senate parliamentarian. 

https://t.co/ciPAuWy8TH",1462564929886556170,2021-11-21 23:33:47+00:00,2,benstanley3dp,United States of America
5680,"Join the CVS Health team! See our latest job opening here: https://t.co/KE5y2Krr1C #Northbrook, IL #Accounting",1462564929043451905,2021-11-21 23:33:46+00:00,0,tmj_IL_ACCT,Illinois Non-Metro
5681,"@POTUS They did a bang up job on mortgages in 2005-2007, that alone added more to our deficit than BBB and infra…but yeah, go for this",1462564853332205571,2021-11-21 23:33:28+00:00,0,TheBarbarian1,
5682,@OneCommunityUSA @IrvingPD @EulessPolice @TheColonyPolice @IrvingPDChief There is a  interaction between  one  Woman with me . Her name is  Marilyn  . But  She is raised conflict  . Which isn't good for me  . She lives in  Red River trail . I do want  officer Jhon  Plunkett  will  help reconciliation  with  her &amp; I . I don't want to live in a fear  . https://t.co/4JUJXgptrr,1462564802992164871,2021-11-21 23:33:16+00:00,0,modhomati,
5683,Where my BBB's at,1462564780116348933,2021-11-21 23:33:11+00:00,0,Theltic,Reach
5684,Immigration Provisions in Build Back Better (H.R. 5376) https://t.co/JRFAs0mpIZ,1462564769399980038,2021-11-21 23:33:08+00:00,63,NumbersUSA,"Washington, DC"
5685,"@waltshaub Frustrating maybe, but ultimately the only road here. Biden is trying to bring home 2 massive legislative wins in a 50/50 Senate by the skin of his teeth. He is making certain he has Manchin &amp; Sinema’s BBB votes locked in before arm-twisting on Voting Rights. Seems smart.",1462564737762435072,2021-11-21 23:33:01+00:00,0,BasilBall,New York
5686,"Until this society's power and wealth tell the accountable truth about how power and wealth are created, centralized, and wielded via proxy and systems, there can be no real reconciliation with the holders of power and wealth, only conflict.",1462564729642094592,2021-11-21 23:32:59+00:00,0,fullmetallotus,...here but I'm gone
5687,"@RMGarabedian @dboon2024 @fawfulfan By voting No the Squad lost leverage and look recalcitrant to the public. I think they really shot themselves in the foot. I expect Bowman will be primaried. By voting no they are signaling they expect BBB to fail so they can get a political win, instead it will pass",1462564671530094601,2021-11-21 23:32:45+00:00,0,RoninJoey,"Long Island City, New York"
5688,"Senators Manchin and Sinema are cleaning-up in GOP cash donations, as they sabotage Biden's #BBB agenda. They are playing games, delaying votes and trying to run-out the clock.
#wtpBlue #DemVoice1 #ONEV1 
👇🏼 https://t.co/CzQfSBnoZe",1462564669466492939,2021-11-21 23:32:44+00:00,44,SamiaAliSalama,"Pennsylvania, USA"
5689,"@FlossObama Apparently he’s the same: Joe Lieberman…known in recent years for his advocacy on behalf of the dark-money group No Labels, is urging Manchin and Sinema to keep obstructing the Build Back Better legislation. https://t.co/oOjP73YJ71",1462564664454250501,2021-11-21 23:32:43+00:00,2,cecbikes,"Portland, OR"
5690,"Prescriptions we can afford and Speedy Deliveries 

We can all rejoice when #BBB passes.

The Build Back Better Act caps insurance copays.

No insurance? Vote out Governors like Desantis who refuse to expand Medicaid. 

#DemCastFL #ONEV1 #OVFL #Fresh https://t.co/5ZLwXsisys",1462564664362123266,2021-11-21 23:32:43+00:00,33,DemsKeys,"Key West, Florida"
5691,"LZK issues Area Forecast Discussion (AFD) at Nov 21, 5:32 PM CST https://t.co/xvX3yZ4cGd",1462564662587711489,2021-11-21 23:32:43+00:00,1,iembot_lzk,"Little Rock, AR"
5692,Run the damn ball!!!!,1462564638030274563,2021-11-21 23:32:37+00:00,0,BBB_BlackD,"Pittsburg, TX"
5693,@TheLaurenChen And how about when Biden says he’s going to unite the country and build back better?  Why isn’t that considered misinformation?,1462564633127096320,2021-11-21 23:32:36+00:00,1,jwinter300,"Fort Lauderdale, Fla"
5694,"@NuckChorris16 @DarthCalculus Ironically, it's only the first half of an analogy (the part on solid foundation). What he left unsaid (washed away in sand): America must 1st agree on a solid foundation, only then can we build back better. GOP is sand that cannot stand America, so America must BBB elsewhere.",1462564604928790541,2021-11-21 23:32:29+00:00,0,GoodJudgmentDay,Earth
5695,@CoriBush @TheDemocrats @FBI @TheJusticeDept @CivilRights Your “build back better” is really pave under the Natives&amp; hide the bodies under the rug &amp; the media is all to glad to oblige so the media needs to be prosecuted as propagandists for Obamacare &amp; at Nuremberg the propagandists we’re also held to account/7,1462564571017887744,2021-11-21 23:32:21+00:00,0,howard317,where ever I go there I am
5696,"@SawyerHackett @AOC She voted against BIF, lost all leverage as BBB was brought to the floor within the week.
Any pulse she feels is flat-lined.",1462564481213640710,2021-11-21 23:32:00+00:00,24,MrsFinkelstein1,
5697,"@honest_joseph1 @AndrewYang @Fwd_Party Pelosi is good, and they are doing very good and important things. https://t.co/RU1URKHzQj",1462564457008279556,2021-11-21 23:31:54+00:00,0,reinsteind,USA
5698,@jjexonfan @StephMurphyStan Eh I wouldn’t be sure about that. Also voting for build back better gives people a reason to vote for them.,1462564454852440067,2021-11-21 23:31:53+00:00,0,MWPolitics101,Somewhere in Michigan
5699,@ScottAdamsSays loneliness as a justification for BBB https://t.co/BKVmI3tsSQ,1462564412498354177,2021-11-21 23:31:43+00:00,0,Zdos88,
5700,"Reconciliation, 1887 #impressionism #tomroberts https://t.co/Iry17zikoO",1462564382953685000,2021-11-21 23:31:36+00:00,1,artTomRoberts,"Kallista, Victoria, Australia"
5701,@RepLowenthal BBB is socialism. https://t.co/kgq0vaJIll,1462564363496165381,2021-11-21 23:31:32+00:00,0,Ray22129508,Orange County
5702,"@POTUS “But it falls far short of Biden's original vision, which promised to dramatically reduce the climate impacts of transportation, the single largest source of pollution. In the end, the final product was the victim of the bipartisan focus…”
https://t.co/CAGlH1LqqO",1462564293673684994,2021-11-21 23:31:15+00:00,0,Thom4sLyles,
5703,Pathetic https://t.co/PQrHEK2mKc,1462564203475128320,2021-11-21 23:30:53+00:00,0,BBB__Benny,
5704,"@RBReich If we are saving the 2T from the defense budget that we spent last two decade from Afghanistan, we can afford 1T next decade in BBB…just saying….",1462564161318182912,2021-11-21 23:30:43+00:00,0,rodgarciacor,
5705,"@SenatorBaldwin Please help to pass the legal immigration provisions from BBB. If you convince @SenatorDurbin @SenSchumer to get these provisions passed in the Senate, we will be indebted to you forever !",1462564097518678022,2021-11-21 23:30:28+00:00,0,LegalImmigrantA,Mid West Region
5706,@CBSEveningNews @CBSNews @Jerickaduncan BBB money not immediately injected into economy; impact on inflation is delayed. solving supply chain snags is paramount. CBS is not obligated to show opposing views especially when Republicans have no standing on economic aid to working class citizens.,1462564084310761474,2021-11-21 23:30:25+00:00,0,Jimbob16301,
5707,"ABR issues Area Forecast Discussion (AFD) at Nov 21, 5:30 PM CST https://t.co/mzqBrgb8o4",1462564059753037824,2021-11-21 23:30:19+00:00,0,iembot_abr,"Aberdeen, SD"
5708,"FWD issues Hazardous Weather Outlook (HWO) at Nov 21, 5:30 PM CST https://t.co/dcMgu1EsXn",1462564059715276801,2021-11-21 23:30:19+00:00,0,iembot_fwd,"Dallas/Fort Worth, TX"
5709,"Local friends in Chester County, PA, if anyone is interested in purchasing wreaths and/or poinsettias for the Holidays, please PM me. We are doing a fundraiser to support the basketball program at Bishop Shanahan.  Orders have to be in by Thursday, December 2nd. Happy Holidays! https://t.co/iuEScVgsPa",1462564041277247492,2021-11-21 23:30:15+00:00,1,BSHS_Eagles_BBB,"Downingtown, PA"
5710,The $768 billion National Defense Authorization Act of 2022 would require every person to register for the military draft.  https://t.co/b6OrG9lrD9,1462564028543348736,2021-11-21 23:30:12+00:00,3,FOX5Atlanta,Atlanta
5711,@SpeakerMentors #BBB keeps bringing the impossible into being made whole. 🙌🏾,1462564011367710723,2021-11-21 23:30:08+00:00,1,blewis823,United States
5712,"Today's #FederalBudget Note| The @washingtonpost gets it. ""The bill would not make many of the policies permanent — or anything close. Sen Ds should roll back the state &amp; local tax giveaway, cut the number of programs, and fully fund the ones they keep."" https://t.co/0Sw7p6IMDY",1462564009324994570,2021-11-21 23:30:07+00:00,0,AK4SB,"Anchorage, AK"
5713,@Bowiegrrl1 @TonyMoonbeam The BBB last week lol,1462563990429519872,2021-11-21 23:30:03+00:00,0,darkmoonadept,"Seattle, WA"
5714,"#BBB

Maybe you can get a message to @WHCommsDir, @neeratanden.

If promoting POTUS most important legislation is priority, no one has told Kate that!

Where are the GRAPHICS &amp; AIDS for #BBB features &amp; benefits? Congressional Dems &amp; voters need them to attach to tweets!",1462563984805085188,2021-11-21 23:30:01+00:00,0,election_every,United States
5715,@catturd2 Build Back Better!,1462563969785339914,2021-11-21 23:29:58+00:00,0,NoParallax,Chicago
5716,"@JoseCastilloJr @mazzonepat @BidenHarrisBro Biden right now is doing fantastic.  His numbers will come up on approval.  And BBB is next with DeJoy Gone and Voting Rights after that, Biden will have met virtually every Campaign Promise in 1 year. Name ANY President who's done that.",1462563927116685320,2021-11-21 23:29:48+00:00,0,Coogan5Jeffrey,
5717,"This was always the plan. 
Sen. Johnson Warns Cost of Social Spending Bill Hits Middle Class https://t.co/s7ShALcpI7 via @Newsmax",1462563843989716993,2021-11-21 23:29:28+00:00,1,LynnPA62,PA
5718,"ABQ issues Area Forecast Discussion (AFD) at Nov 21, 4:29 PM MST https://t.co/Xw0LBdbIuL",1462563778696925184,2021-11-21 23:29:12+00:00,0,iembot_abq,"Albuquerque, NM"
5719,I’m not sure there’s anything else they could’ve or would’ve done without the filibuster tbh. The few Republican goals are possible through reconciliation and they only had 52 seats. Nationwide conceal carry/voter ID probably wouldn’t have happened. https://t.co/x7sFcyjAkj,1462563731703943168,2021-11-21 23:29:01+00:00,32,TylerDinucci,America!
5720,"Cracking first episode of the new GamesMaster tonight! 

Particularly enjoyed the intro, BBB + Little Lad Larry, Ketchup and Mustard’s face off and @robertflorence’s charismatic presenting. 

Also Trevor McDonald makes a rather good GamesMaster! I hope he had a blast filming it",1462563715837042697,2021-11-21 23:28:57+00:00,0,MissKimMmy1981,United Kingdom
5721,"Hard to remember a 1-2 punch like the Build Back Better Bill and the Rittenhouse verdict, and coming to you early tomorrow an ALL-NEW @talkingfedspod with a phenomenal group of guests will break it down for you and put the stories in their broader political context. https://t.co/fhgymBjFqm",1462563690545250304,2021-11-21 23:28:51+00:00,90,harrylitman,"La Jolla, San Diego"
5722,"@POTUS This BBB does nothing for a 53 year old, divorced woman, with adult children and no elders in my family.  I am sure others like me would agree. https://t.co/ZLsn4JQGAW",1462563689681211393,2021-11-21 23:28:51+00:00,0,WPridemore,
5723,Headlong into a Congressional minority again. https://t.co/isGnRe5KJC,1462563673235345408,2021-11-21 23:28:47+00:00,1,rjbischof,
5724,"@SenatorSinema
@Sen_JoeManchin
Please stop dicking about inflation and get the bill passed.  Let's face it, some folks know more about it than you do.  Don't be like tfg who refused to listen to his best advisors!  Do the right thing and get #BBB passed.  Thanks. https://t.co/iS15AUkYZj",1462563643376037888,2021-11-21 23:28:40+00:00,0,arizona_bonnie,
5725,"Highest inflation in 31 yrs ppl! #BuildBackBroke is where we’ll B if we don’t STOP this admin from its Ludacris, Massive &amp; Reckless spending Bill! $800 BILLION in first 5 years! True cost OVER $4 TRILLION! Middle-class &amp; lower w/B paying 4 it! Don’t B fooled, they R playing U!",1462563569602494467,2021-11-21 23:28:22+00:00,2,cvliss,
